Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;newUF
S ;PR;Curitiba;F;entre 41 a 50 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Loja física;S;S;Finalizada avaliada;Resolvida;5;Paraná
SE;ES;Colatina;M;entre 31 a 40 anos;2015;1;20/01/2015;28/01/2015;28/01/2015;8;Walmart.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Espírito Santo
SE;SP;Mauá;F;entre 41 a 50 anos;2015;1;19/01/2015;26/01/2015;27/01/2015;7;Garantec;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Garantia Estendida;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada avaliada;Resolvida;5;São Paulo
S ;RS;Santa Maria;F;entre 51 a 60 anos;2015;1;20/01/2015;30/01/2015;30/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Rio Grande do Sul
CO;GO;Goiânia;M;entre 21 a 30 anos;2015;1;15/01/2015;24/01/2015;27/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;3;Goiás
SE;SP;Bauru;F;entre 41 a 50 anos;2015;1;15/01/2015;16/01/2015;29/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;N;S;Finalizada avaliada;Não Resolvida;2;São Paulo
SE;RJ;Barra Mansa;F;entre 61 a 70 anos;2015;1;15/01/2015;22/01/2015;31/01/2015;7;Magazineluiza.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Rio de Janeiro
N ;PA;Belém;F;entre 41 a 50 anos;2015;1;19/01/2015;22/01/2015;23/01/2015;3;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3;Pará
CO;DF;Brasília;M;entre 41 a 50 anos;2015;1;14/01/2015;20/01/2015;20/01/2015;6;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Inadequação das instalações/ acomodações;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Distrito Federal
S ;PR;Araucária;F;entre 21 a 30 anos;2015;1;25/01/2015;26/01/2015;27/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5;Paraná
S ;PR;Campo Largo;F;entre 21 a 30 anos;2015;1;26/01/2015;28/01/2015;29/01/2015;2;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
NE;BA;Alagoinhas;M;entre 31 a 40 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;5;Bahia
S ;PR;Ibaiti;M;entre 41 a 50 anos;2015;1;20/01/2015;23/01/2015;26/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;1;Paraná
SE;SP;São Paulo;M;entre 21 a 30 anos;2015;1;15/01/2015;20/01/2015;20/01/2015;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;4;São Paulo
S ;PR;Curitiba;M;entre 51 a 60 anos;2015;1;19/01/2015;20/01/2015;23/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5;Paraná
SE;SP;São Paulo;F;entre 31 a 40 anos;2015;1;19/01/2015;24/01/2015;26/01/2015;5;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5;São Paulo
NE;PE;Salgueiro;M;entre 21 a 30 anos;2015;1;15/01/2015;21/01/2015;26/01/2015;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Pernambuco
NE;PE;Araripina;M;entre 31 a 40 anos;2015;1;15/01/2015;19/01/2015;22/01/2015;4;Bradesco Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;5;Pernambuco
SE;MG;Uberlândia;M;entre 21 a 30 anos;2015;1;25/01/2015;28/01/2015;28/01/2015;3;Submarino;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Resolvida;5;Minas Gerais
SE;RJ;Itaboraí;F;entre 21 a 30 anos;2015;1;26/01/2015;29/01/2015;30/01/2015;3;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;N;S;Finalizada avaliada;Não Resolvida;1;Rio de Janeiro
S ;RS;Cachoeirinha;F;entre 51 a 60 anos;2015;1;21/01/2015;29/01/2015;30/01/2015;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Rio Grande do Sul
S ;PR;Antonina;F;entre 21 a 30 anos;2015;1;21/01/2015;28/01/2015;29/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Paraná
S ;PR;Foz do Iguaçu;M;entre 31 a 40 anos;2015;1;23/01/2015;23/01/2015;30/01/2015;0;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Paraná
SE;RJ;São Gonçalo;M;entre 31 a 40 anos;2015;1;16/01/2015;21/01/2015;22/01/2015;5;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida referente a cobrança não reconhecida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
SE;SP;Ribeirão Preto;F;entre 61 a 70 anos;2015;1;19/01/2015;23/01/2015;23/01/2015;4;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;4;São Paulo
CO;DF;Brasília;M;entre 31 a 40 anos;2015;1;19/01/2015;29/01/2015;29/01/2015;10;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Distrito Federal
SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2015;1;15/01/2015;19/01/2015;19/01/2015;4;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Loja física;S;S;Finalizada avaliada;Não Resolvida;2;Rio de Janeiro
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2015;1;21/01/2015;27/01/2015;27/01/2015;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Loja física;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
S ;RS;Sapucaia do Sul;M;entre 51 a 60 anos;2015;1;22/01/2015;23/01/2015;28/01/2015;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Loja física;S;S;Finalizada avaliada;Resolvida;4;Rio Grande do Sul
S ;PR;Curitiba;F;entre 31 a 40 anos;2015;1;23/01/2015;26/01/2015;29/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;3;Paraná
S ;PR;Curitiba;M;entre 41 a 50 anos;2015;1;15/01/2015;23/01/2015;27/01/2015;8;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;Paraná
S ;PR;Curitiba;M;entre 31 a 40 anos;2015;1;26/01/2015;29/01/2015;31/01/2015;3;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Cobrança / Contestação;Cobrança de valor para a devolução do produto;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Paraná
SE;SP;Guarulhos;M;entre 21 a 30 anos;2015;1;23/01/2015;23/01/2015;26/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Demais Seguros (exceto habitacional);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;N;S;Finalizada avaliada;Resolvida;5;São Paulo
S ;PR;Fazenda Rio Grande;M;entre 41 a 50 anos;2015;1;23/01/2015;23/01/2015;23/01/2015;0;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5;Paraná
SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2015;1;19/01/2015;28/01/2015;28/01/2015;9;Itaú Unibanco Crédito Imobiliário;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Loja física;S;S;Finalizada avaliada;Resolvida;4;Minas Gerais
CO;DF;Brasília;M;entre 21 a 30 anos;2015;1;23/01/2015;27/01/2015;27/01/2015;4;Tam;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Distrito Federal
S ;PR;Curitiba;M;entre 51 a 60 anos;2015;1;23/01/2015;30/01/2015;31/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
NE;CE;Sobral;M;entre 41 a 50 anos;2015;1;23/01/2015;28/01/2015;30/01/2015;5;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;4;Ceará
NE;PE;Abreu e Lima;M;entre 21 a 30 anos;2015;1;23/01/2015;30/01/2015;31/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Domicílio;S;S;Finalizada avaliada;Resolvida;2;Pernambuco
S ;PR;Curitiba;F;entre 21 a 30 anos;2015;1;20/01/2015;29/01/2015;29/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;3;Paraná
SE;SP;São Paulo;M;entre 31 a 40 anos;2015;1;21/01/2015;22/01/2015;27/01/2015;1;Cardif Seguros e Garantias;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Contrato / Oferta;Venda casada (imposição de seguro, empréstimo, título de capitalização etc);Telefone;S;S;Finalizada avaliada;Resolvida;5;São Paulo
NE;BA;Barreiras;M;entre 31 a 40 anos;2015;1;15/01/2015;24/01/2015;24/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;3;Bahia
S ;RS;Santa Maria;F;entre 51 a 60 anos;2015;1;15/01/2015;23/01/2015;31/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Rio Grande do Sul
SE;MG;Belo Horizonte;M;entre 31 a 40 anos;2015;1;29/01/2015;30/01/2015;30/01/2015;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Minas Gerais
S ;PR;Francisco Beltrão;F;entre 41 a 50 anos;2015;1;26/01/2015;27/01/2015;28/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
SE;MG;Muriaé;M;entre 21 a 30 anos;2015;1;19/01/2015;22/01/2015;29/01/2015;3;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;3;Minas Gerais
NE;AL;Maceió;M;entre 21 a 30 anos;2015;1;23/01/2015;26/01/2015;27/01/2015;3;Walmart.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Alagoas
SE;SP;Ribeirão Preto;M;entre 31 a 40 anos;2015;1;23/01/2015;30/01/2015;30/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;SP;Hortolândia;M;entre 31 a 40 anos;2015;1;23/01/2015;29/01/2015;29/01/2015;6;Casas Bahia;Varejo;Demais Produtos;Móveis e Colchões;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada avaliada;Resolvida;4;São Paulo
CO;DF;Brasília;F;entre 31 a 40 anos;2015;1;21/01/2015;30/01/2015;30/01/2015;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Distrito Federal
SE;SP;São Paulo;F;entre 31 a 40 anos;2015;1;23/01/2015;28/01/2015;30/01/2015;5;Magazineluiza.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;SP;São Paulo;F;entre 31 a 40 anos;2015;1;23/01/2015;28/01/2015;30/01/2015;5;Magazineluiza.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
